exposure	outcome	sequence_id	protein	gene	nsnp	method	b	se	pval	OR	lower_ci	upper_ci
17756_69_DCTD_DCTD	ieu-b-4957	17756_69	DCTD	DCTD	1	Wald ratio	-0.951666315458479	0.69951819694488	0.17368449789913	0.386097127524549	0.0980064504587085	1.52103245434354
17756_69_DCTD_DCTD	myeloma_meta-analysis	17756_69	DCTD	DCTD	1	Wald ratio	-0.725768321513002	0.42434988179669	0.0872092276968981	0.483952594885897	0.210663313652927	1.11177456594393
3519_3_CCL17_TARC	ieu-b-4957	3519_3	TARC	CCL17	1	Wald ratio	0.438856833650152	0.268491825114496	0.102148479055547	1.55093323004312	0.916322278672891	2.62505227695186
3519_3_CCL17_TARC	myeloma_meta-analysis	3519_3	TARC	CCL17	1	Wald ratio	0.337515683814304	0.187954830614806	0.0725378442694298	1.40146158848291	0.969596004748521	2.0256834541129
5813_58_EPO_Epo	ieu-b-4957	5813_58	Epo	EPO	1	Wald ratio	-0.302717430923268	0.853721174801352	0.72289989365406	0.738807831124823	0.138621104661412	3.93761839270142
18831_6_LRIG1_LRIG1	ieu-b-4957	18831_6	LRIG1	LRIG1	1	Wald ratio	0.0567969849434479	0.0955375847377698	0.552178506434998	1.05844090914112	0.877694512848703	1.27640898028104
18831_6_LRIG1_LRIG1	myeloma_meta-analysis	18831_6	LRIG1	LRIG1	1	Wald ratio	0.0881340715247643	0.0600029926679635	0.141879466379763	1.09213453635552	0.970958264002348	1.22843369248835
13944_3_SULT1A3_SULT_1A3	ieu-b-4957	13944_3	SULT_1A3	SULT1A3	1	Wald ratio	0.0296437514067325	0.457608191743309	0.948349352301739	1.03008750135667	0.420097561913307	2.52579485493469
13944_3_SULT1A3_SULT_1A3	myeloma_meta-analysis	13944_3	SULT_1A3	SULT1A3	1	Wald ratio	-0.172202350536536	0.289729177312213	0.552273856315455	0.841808815467625	0.47707978493391	1.48537436331991
2831_29_KLK11_Kallikrein_11	ieu-b-4957	2831_29	Kallikrein_11	KLK11	1	Wald ratio	-0.0105482640810572	0.0718824973967729	0.883334758660505	0.98950717376095	0.859471203090061	1.13921728081654
17680_12_EPHB1_EPHB1	ieu-b-4957	17680_12	EPHB1	EPHB1	1	Wald ratio	-0.409504067818343	0.208675684891893	0.0497165438965042	0.663979457278187	0.441089088055311	0.999500399411723
17680_12_EPHB1_EPHB1	myeloma_meta-analysis	17680_12	EPHB1	EPHB1	1	Wald ratio	-0.0583994232155732	0.128695025234319	0.649986091209293	0.943273107004836	0.732976474317872	1.2139054738784
9796_4_CEL_CEL	myeloma_meta-analysis	9796_4	CEL	CEL	1	Wald ratio	-0.611586434388207	0.255952994536646	0.0168737009512107	0.542489561955197	0.328488219339733	0.895907090433501
19488_1_PDCD6_PDCD6	myeloma_meta-analysis	19488_1	PDCD6	PDCD6	1	Wald ratio	0.81076025142173	0.554025740796169	0.14335846101063	2.24961761170935	0.759473232963219	6.66353885727788
3807_1_FGF23_FGF23	ieu-b-4957	3807_1	FGF23	FGF23	1	Wald ratio	-0.857532552988002	1.18109104971863	0.467807394505668	0.424207501561247	0.0418999347038256	4.29480393353467
3807_1_FGF23_FGF23	myeloma_meta-analysis	3807_1	FGF23	FGF23	1	Wald ratio	-1.22868217054264	0.718992248062016	0.08747042333503	0.292678023369955	0.0715107867700516	1.19786719224879
8304_50_TNFRSF11B_OPG	ieu-b-4957	8304_50	OPG	TNFRSF11B	1	Wald ratio	0.0679997459715272	0.383022344597177	0.859088434154816	1.07036503657554	0.505238820588028	2.26760348737643
14133_93_IL1R2_IL_1_sRII	ieu-b-4957	14133_93	IL_1_sRII	IL1R2	1	Wald ratio	0.224901479985797	0.142694504380035	0.11500167451091	1.25219934341752	0.946693635592284	1.65629421885178
14133_93_IL1R2_IL_1_sRII	myeloma_meta-analysis	14133_93	IL_1_sRII	IL1R2	1	Wald ratio	0.104971042471042	0.0861486486486487	0.223038811952708	1.11067844738672	0.93811727711858	1.31498123270728
18873_8_CEACAM8_CEAM8	ieu-b-4957	18873_8	CEAM8	CEACAM8	1	Wald ratio	0.633133442524978	0.860960841621281	0.462108057177611	1.88350319135805	0.348418893182003	10.1819514994063
10940_25_SRL_SRCA	ieu-b-4957	10940_25	SRCA	SRL	1	Wald ratio	-0.116307689191544	0.500262827067588	0.81615499348053	0.890201275843423	0.333930353486756	2.37312452503569
7871_16_TMEM132A_T132A	ieu-b-4957	7871_16	T132A	TMEM132A	1	Wald ratio	-0.074309877427023	0.112822853034999	0.510125641083504	0.92838396402904	0.744202079069975	1.15814885352562
15482_12_A2ML1_A2ML1	ieu-b-4957	15482_12	A2ML1	A2ML1	1	Wald ratio	-0.0413393577635426	0.270148826854346	0.878379046258052	0.959503459743358	0.565055649272651	1.62930304377019
15482_12_A2ML1_A2ML1	myeloma_meta-analysis	15482_12	A2ML1	A2ML1	1	Wald ratio	0.184729064039409	0.181855500821018	0.309723990939049	1.20289248914173	0.842225304855654	1.71800862796634
3852_19_DNAJB1_HSP_40	ieu-b-4957	3852_19	HSP_40	DNAJB1	1	Wald ratio	-0.257122286621376	1.13122787282298	0.820194465773254	0.773273646961754	0.084219489535195	7.09992587684409
6626_81_CHST12_CHSTC	ieu-b-4957	6626_81	CHSTC	CHST12	1	Wald ratio	-0.250834703708241	0.346857103013699	0.469578896561947	0.778150986401367	0.394287624096455	1.53572904811562
6626_81_CHST12_CHSTC	myeloma_meta-analysis	6626_81	CHSTC	CHST12	1	Wald ratio	-0.312652662432829	0.226673180263801	0.167799088355472	0.731503947249848	0.4691033859281	1.14068250388652
15480_2_VNN2_VNN2	ieu-b-4957	15480_2	VNN2	VNN2	1	Wald ratio	-0.0712552542902967	0.0879579404821705	0.417879262960248	0.931224162825382	0.783759694576938	1.10643408614923
15480_2_VNN2_VNN2	myeloma_meta-analysis	15480_2	VNN2	VNN2	1	Wald ratio	-0.0411958232012588	0.0532112716349592	0.43881634294658	0.959641191536862	0.864598608983207	1.06513150371281
17454_15_EGFL6_EGFL6	ieu-b-4957	17454_15	EGFL6	EGFL6	1	Wald ratio	-0.112148271483653	0.154322659387621	0.467401832858559	0.893911706058888	0.660590805927024	1.20964162846279
11104_13_CHI3L1_YKL_40	ieu-b-4957	11104_13	YKL_40	CHI3L1	1	Wald ratio	0.0473442761698105	0.0579560616395567	0.413985879399251	1.04848291463246	0.935897230839972	1.17461232499806
4911_49_GSTP1_Glutathione_S_transferase_Pi	ieu-b-4957	4911_49	Glutathione_S_transferase_Pi	GSTP1	1	Wald ratio	0.0992423463467332	0.458236951660995	0.828540117187282	1.10433389841762	0.449822562780413	2.71118761063484
4911_49_GSTP1_Glutathione_S_transferase_Pi	myeloma_meta-analysis	4911_49	Glutathione_S_transferase_Pi	GSTP1	1	Wald ratio	-0.377179080824089	0.27892234548336	0.176288085609234	0.685793250478239	0.396980992223465	1.18472267341395
19615_213_NT5C3A_5NT3	ieu-b-4957	19615_213	5NT3	NT5C3A	1	Wald ratio	0.319979744358961	0.751803706279713	0.670387623232836	1.37709987001281	0.315512960075957	6.01054248780383
3396_54_REN_Renin	myeloma_meta-analysis	3396_54	Renin	REN	1	Wald ratio	0.248765489611479	0.121308115158856	0.0402970241837967	1.28244125200678	1.01106232386519	1.62666091498828
18180_58_RTN4IP1_RT4I1	ieu-b-4957	18180_58	RT4I1	RTN4IP1	1	Wald ratio	-0.396460264822894	0.946826059069112	0.675416718769409	0.672697005904855	0.105163463872031	4.30302735467148
18180_58_RTN4IP1_RT4I1	myeloma_meta-analysis	18180_58	RT4I1	RTN4IP1	1	Wald ratio	-0.176144244105409	0.571428571428572	0.757890262203657	0.838497026360163	0.273584637552823	2.56987113568863
2913_1_CCL23_MPIF_1	ieu-b-4957	2913_1	MPIF_1	CCL23	1	Wald ratio	0.0110660654978683	0.214236657259017	0.958804817923394	1.01112752088123	0.664422004304538	1.53874925402805
2913_1_CCL23_MPIF_1	myeloma_meta-analysis	2913_1	MPIF_1	CCL23	1	Wald ratio	0.105680317040951	0.116908850726552	0.366019368156328	1.1114665028056	0.883856084105962	1.39769110500438
18215_5_THG1L_THG1	ieu-b-4957	18215_5	THG1	THG1L	1	Wald ratio	0.0841815520407545	0.163258304164759	0.60610997498133	1.08782637297991	0.789934914106398	1.49805534179901
18215_5_THG1L_THG1	myeloma_meta-analysis	18215_5	THG1	THG1L	1	Wald ratio	0.0765911542610572	0.100323624595469	0.445200519506464	1.07960059604662	0.886882166973826	1.31419650815756
9233_71_TFPI2_TFPI__2	ieu-b-4957	9233_71	TFPI__2	TFPI2	1	Wald ratio	-1.09193902215694	1.12643313214423	0.33235683500252	0.335565194122134	0.0368924645635545	3.05222220413719
10772_21_CSGALNACT2_CGAT2	ieu-b-4957	10772_21	CGAT2	CSGALNACT2	1	Wald ratio	-0.0172984884449794	0.564603855517806	0.975558017073555	0.982850271397701	0.325002616713103	2.97226731820214
3029_52_CD209_DC_SIGN	ieu-b-4957	3029_52	DC_SIGN	CD209	1	Wald ratio	-0.176092319226648	0.195120848205589	0.366802876739321	0.838540566346992	0.572049826740715	1.22917663556647
3029_52_CD209_DC_SIGN	myeloma_meta-analysis	3029_52	DC_SIGN	CD209	1	Wald ratio	-0.12140664247837	0.112754674853475	0.28159971113544	0.885673733794146	0.710060000201558	1.10472067502774
16307_22_UNC5D_UNC5H4	ieu-b-4957	16307_22	UNC5H4	UNC5D	1	Wald ratio	0.85229282603585	0.590550887147302	0.148959473059834	2.34501740966731	0.736985609493189	7.46162011959017
16307_22_UNC5D_UNC5H4	myeloma_meta-analysis	16307_22	UNC5H4	UNC5D	1	Wald ratio	0.493951612903226	0.357862903225806	0.167499930257487	1.63877926310449	0.812646009096699	3.30475685983676
8468_19_KLK3_PSA	ieu-b-4957	8468_19	PSA	KLK3	1	Wald ratio	-0.261519920666181	1.09121488933394	0.810594301160182	0.769880538738372	0.0906906418845039	6.53558108765974
7211_2_RNASE1_RNase_1	ieu-b-4957	7211_2	RNase_1	RNASE1	1	Wald ratio	-0.364949493315336	0.292185566063954	0.211652905077406	0.694231713334756	0.391553467184533	1.23088597648038
8958_51_CHL1_CHL1	ieu-b-4957	8958_51	CHL1	CHL1	1	Wald ratio	-0.00308083174461752	0.264923502515979	0.990721500146715	0.996923909147622	0.593136395785702	1.6755965199432
8958_51_CHL1_CHL1	myeloma_meta-analysis	8958_51	CHL1	CHL1	1	Wald ratio	0.18769096464426	0.161065037101702	0.243892863816947	1.20646061874696	0.879856451531952	1.6543007919678
12401_3_STAMBPL1_STALP	ieu-b-4957	12401_3	STALP	STAMBPL1	1	Wald ratio	1.51175014786356	0.553700044152469	0.00632826368965695	4.53466017931696	1.53188355711516	13.4234373405035
12401_3_STAMBPL1_STALP	myeloma_meta-analysis	12401_3	STALP	STAMBPL1	1	Wald ratio	0.908309455587393	0.337153772683859	0.00705893644971101	2.48012622383012	1.28080407093534	4.80247231072426
11302_237_TNR_TENR	ieu-b-4957	11302_237	TENR	TNR	1	Wald ratio	-0.909469625848792	0.448583404542527	0.0426188724176855	0.402737769101685	0.167178512766478	0.97020668491989
5465_32_HS6ST1_H6ST1	ieu-b-4957	5465_32	H6ST1	HS6ST1	1	Wald ratio	-0.253593470609052	0.383983317494447	0.508978981161232	0.776007207668809	0.365605362113174	1.64709615546485
10451_11_NUCB1_NUCB1	ieu-b-4957	10451_11	NUCB1	NUCB1	1	Wald ratio	-0.401137694315977	0.44266780715082	0.364839414527498	0.669557860378735	0.281178214231151	1.59438998366497
15427_35_LOXL3_LOXL3	ieu-b-4957	15427_35	LOXL3	LOXL3	1	Wald ratio	0.54116572204923	0.705035670658727	0.442741433236429	1.71800841562156	0.431406623156099	6.84169587975596
15427_35_LOXL3_LOXL3	myeloma_meta-analysis	15427_35	LOXL3	LOXL3	1	Wald ratio	0.23469387755102	0.405380333951763	0.562624686915214	1.26452161102473	0.571293850706882	2.79893596398781
8956_96_SCARF2_SREC_II	ieu-b-4957	8956_96	SREC_II	SCARF2	1	Wald ratio	0.0378385694766877	0.472663837733973	0.936194411249812	1.03856356348584	0.411238248460899	2.62284522278077
9713_67_PDGFRL_PGFRL	ieu-b-4957	9713_67	PGFRL	PDGFRL	1	Wald ratio	-0.0138579571169847	0.184324840367315	0.940069702998499	0.986237622349295	0.687196745480163	1.41540927563265
9713_67_PDGFRL_PGFRL	myeloma_meta-analysis	9713_67	PGFRL	PDGFRL	1	Wald ratio	-0.134447096260939	0.108512330946698	0.21534441204699	0.874199126055689	0.706712555604407	1.08137899339136
15417_3_SERPINB5_Maspin	ieu-b-4957	15417_3	Maspin	SERPINB5	1	Wald ratio	-0.0475430729398735	0.449939063531486	0.915847689141435	0.953569399210648	0.394781181896387	2.30328759527754
15417_3_SERPINB5_Maspin	myeloma_meta-analysis	15417_3	Maspin	SERPINB5	1	Wald ratio	-0.300503235082674	0.268871315600288	0.263717761833697	0.740445508751912	0.437144701641215	1.25418322439342
11388_75_WFDC2_HE4	ieu-b-4957	11388_75	HE4	WFDC2	1	Wald ratio	-1.12372583096312	0.978701106356132	0.250893928765918	0.325066393129705	0.0477402701447303	2.21339677429579
9264_11_CTSO_CATO	ieu-b-4957	9264_11	CATO	CTSO	1	Wald ratio	0.126707005326169	0.407265570566315	0.755712120638923	1.13508439537338	0.510924467413963	2.52173592535399
9264_11_CTSO_CATO	myeloma_meta-analysis	9264_11	CATO	CTSO	1	Wald ratio	0.136104783599089	0.258542141230068	0.5985882827617	1.14580194855687	0.690293911622863	1.90188857704136
2579_17_MMP9_MMP_9	ieu-b-4957	2579_17	MMP_9	MMP9	1	Wald ratio	0.467470208959623	0.841374963356116	0.578482479103891	1.59595165778363	0.306779902273348	8.3025702632659
2579_17_MMP9_MMP_9	myeloma_meta-analysis	2579_17	MMP_9	MMP9	1	Wald ratio	-1.11381149970362	0.45050385299348	0.0134221112895081	0.328305237993096	0.13576917856671	0.793879217887023
9172_69_MMP8_MMP_8	ieu-b-4957	9172_69	MMP_8	MMP8	1	Wald ratio	0.150846913344161	0.270494259352846	0.577068788131531	1.16281863243971	0.684325337385687	1.97588354263562
15614_168_LILRA2_LIRA2	ieu-b-4957	15614_168	LIRA2	LILRA2	1	Wald ratio	0.113065274331542	0.155267029224223	0.466491861034237	1.11970501855986	0.825919388409732	1.51799236848303
17748_21_TP53I3_QORX	myeloma_meta-analysis	17748_21	QORX	TP53I3	1	Wald ratio	0.0408822970146416	0.0861380490587564	0.635062349162517	1.04172948365898	0.879898887094474	1.23332388873437
6706_18_ALPPL2_PPBN	ieu-b-4957	6706_18	PPBN	ALPPL2	1	Wald ratio	-0.646042298020945	1.15044977985787	0.574418375485221	0.524115972271102	0.0549724094190818	4.99700768608354
15316_262_TXNL4B_TXN4B	ieu-b-4957	15316_262	TXN4B	TXNL4B	1	Wald ratio	-0.0600499514166008	0.443114983969343	0.8922025208971	0.941717492286591	0.39512412616221	2.24443858665941
15316_262_TXNL4B_TXN4B	myeloma_meta-analysis	15316_262	TXN4B	TXNL4B	1	Wald ratio	-0.261495401839264	0.274290283886445	0.340411363019799	0.769899415537465	0.449731582167812	1.3179975201825
12662_82_ECH1_ECH1	ieu-b-4957	12662_82	ECH1	ECH1	1	Wald ratio	-0.286233957460323	0.212434097409035	0.177851054804307	0.751086873012211	0.495293487346047	1.13898426937546
5451_1_ALCAM_ALCAM	ieu-b-4957	5451_1	ALCAM	ALCAM	1	Wald ratio	-0.704462289865772	0.656189876766568	0.283017824814307	0.49437433288808	0.136614191225554	1.78902337177411
3331_8_RGMB_RGMB	ieu-b-4957	3331_8	RGMB	RGMB	1	Wald ratio	-0.149676321791757	0.411066621904755	0.715770685224361	0.860986613932699	0.384670982595919	1.92709609747195
3293_2_CD5L_CD5L	ieu-b-4957	3293_2	CD5L	CD5L	1	Wald ratio	0.0547354095998395	0.198410805778481	0.782648611091041	1.0562611011514	0.715946547078945	1.55833912232353
3293_2_CD5L_CD5L	myeloma_meta-analysis	3293_2	CD5L	CD5L	1	Wald ratio	0.220367278797997	0.119198664440735	0.0644954376898631	1.24653447220545	0.98682545071045	1.57459274006143
14153_8_EFNA3_Ephrin_A3	ieu-b-4957	14153_8	Ephrin_A3	EFNA3	1	Wald ratio	0.128614923300382	1.23454672361569	0.917026604510852	1.13725211054736	0.10115546835545	12.7856890385773
14153_8_EFNA3_Ephrin_A3	myeloma_meta-analysis	14153_8	Ephrin_A3	EFNA3	1	Wald ratio	-0.698030634573304	1.01422319474836	0.491300626133486	0.497564225330832	0.0681592707042379	3.63223015403652
16613_3_CDH17_CAD17	ieu-b-4957	16613_3	CAD17	CDH17	1	Wald ratio	-0.190828063762007	0.231485132599347	0.409732631379765	0.826274642492279	0.524904507370903	1.30067426596381
6255_74_CPXM1_CPXM1	ieu-b-4957	6255_74	CPXM1	CPXM1	1	Wald ratio	-0.0200693768792552	0.691361445007453	0.976841639919511	0.980130672540619	0.252804754609928	3.79999235669914
18181_2_TSSC4_TSSC4	ieu-b-4957	18181_2	TSSC4	TSSC4	1	Wald ratio	-0.583203316103874	1.18012792364724	0.621174456271195	0.558107704670492	0.0552297210127979	5.63979329065211
2743_5_SHH_Sonic_Hedgehog	ieu-b-4957	2743_5	Sonic_Hedgehog	SHH	1	Wald ratio	0.544642144559539	0.639556928107398	0.394440076916952	1.72399133229809	0.492190503828062	6.03860921883449
2743_5_SHH_Sonic_Hedgehog	myeloma_meta-analysis	2743_5	Sonic_Hedgehog	SHH	1	Wald ratio	0.109913793103448	0.385775862068966	0.775708343501202	1.11618184373849	0.524029710651571	2.37746426007482
5346_24_CPNE1_CPNE1	ieu-b-4957	5346_24	CPNE1	CPNE1	1	Wald ratio	0.0137126675187604	0.0889064198163857	0.877422798094947	1.01380711737002	0.851680420931305	1.20679640622266
5346_24_CPNE1_CPNE1	myeloma_meta-analysis	5346_24	CPNE1	CPNE1	1	Wald ratio	-0.0391393062511593	0.0586162122055277	0.504311371192693	0.961616740592071	0.857248804535802	1.07869121647553
15441_6_GM2A_SAP3	ieu-b-4957	15441_6	SAP3	GM2A	1	Wald ratio	0.216442070472187	0.240379054282212	0.367896864504916	1.24165115500529	0.775148328816242	1.98890655299527
15441_6_GM2A_SAP3	myeloma_meta-analysis	15441_6	SAP3	GM2A	1	Wald ratio	-0.0242839352428394	0.153798256537983	0.874539745432806	0.976008547187802	0.722001171108072	1.31937830893221
15470_11_HEXB_Hexosaminidase_B	ieu-b-4957	15470_11	Hexosaminidase_B	HEXB	1	Wald ratio	0.298071527697369	0.25114619988036	0.2352888968845	1.34725815070649	0.823513756926415	2.20409739288333
15470_11_HEXB_Hexosaminidase_B	myeloma_meta-analysis	15470_11	Hexosaminidase_B	HEXB	1	Wald ratio	0.284295696947407	0.146745126884884	0.0527033854808627	1.32882580239786	0.996680769119925	1.77165855690937
3484_60_AGT_Angiotensinogen	ieu-b-4957	3484_60	Angiotensinogen	AGT	1	Wald ratio	-0.406777431339273	0.332022610484428	0.220518788567732	0.665792358325645	0.34730853373239	1.27632759161162
18173_11_AKR7A3_ARK73	myeloma_meta-analysis	18173_11	ARK73	AKR7A3	1	Wald ratio	0.142978434369163	0.340040753948039	0.67413892190296	1.15370492102331	0.592442508132261	2.24669065187376
17819_30_FAHD1_FAHD1	ieu-b-4957	17819_30	FAHD1	FAHD1	1	Wald ratio	0.243133139666216	0.371846211230512	0.513205860151584	1.27523839763102	0.615275321359604	2.64309799911846
3232_28_ACP5_TrATPase	ieu-b-4957	3232_28	TrATPase	ACP5	1	Wald ratio	0.360191260146942	0.278256188360156	0.195506881793319	1.43360357957237	0.8309456669142	2.47334970888647
13986_6_LANCL1_LANC1	myeloma_meta-analysis	13986_6	LANC1	LANCL1	1	Wald ratio	0.622633606969342	0.45459876026135	0.170801394592599	1.86383018001208	0.76461719954696	4.5432707268188
8794_13_DPEP1_DPEP1	ieu-b-4957	8794_13	DPEP1	DPEP1	1	Wald ratio	0.0196137002788809	0.121811212337767	0.872079854152643	1.01980731264485	0.803212252219925	1.29480962479038
11134_30_MTRF1L_RF1ML	ieu-b-4957	11134_30	RF1ML	MTRF1L	1	Wald ratio	0.0515192798855872	0.378181806408552	0.891640353487114	1.05286948529967	0.50171800473903	2.20947652387279
3622_33_LGMN_LGMN	ieu-b-4957	3622_33	LGMN	LGMN	1	Wald ratio	-0.99553960643975	0.478956339464882	0.037657788158595	0.369523993209908	0.144526263764308	0.944797007832966
19560_23_PLXNA4_PLXA4	ieu-b-4957	19560_23	PLXA4	PLXNA4	1	Wald ratio	0.141827656210562	0.713299020719068	0.842393082756244	1.15237802622593	0.284723021857985	4.66409462312726
8859_51_CA11_CAH11	ieu-b-4957	8859_51	CAH11	CA11	1	Wald ratio	-0.253521956844602	0.465767906606998	0.586228421333307	0.776062704849853	0.311477849075756	1.93359920664017
8859_51_CA11_CAH11	myeloma_meta-analysis	8859_51	CAH11	CA11	1	Wald ratio	-0.110806363137685	0.267142073505211	0.678299744784539	0.89511205883939	0.530250985380104	1.51103085137191
3340_53_THBS4_TSP4	ieu-b-4957	3340_53	TSP4	THBS4	1	Wald ratio	0.218523632101284	0.26188087839629	0.404033618324282	1.2442384202481	0.744708144612544	2.07884022434983
5722_78_PRCP_Prolylcarboxypeptidase	ieu-b-4957	5722_78	Prolylcarboxypeptidase	PRCP	1	Wald ratio	0.337442761532675	0.349983779702174	0.334962276944019	1.40135939443242	0.705727956359432	2.78267019843526
5722_78_PRCP_Prolylcarboxypeptidase	myeloma_meta-analysis	5722_78	Prolylcarboxypeptidase	PRCP	1	Wald ratio	0.282729805013928	0.222376973073352	0.203586828032823	1.32674663309496	0.858018976839815	2.05153577711304
3858_5_ACP1_PPAC	ieu-b-4957	3858_5	PPAC	ACP1	1	Wald ratio	0.0176778028071207	0.0556218835050619	0.750620717987319	1.01783497997951	0.912706343831477	1.13507269174977
3858_5_ACP1_PPAC	myeloma_meta-analysis	3858_5	PPAC	ACP1	1	Wald ratio	0.0221466642161367	0.0337254181216688	0.511389430751946	1.02239372204876	0.956996872746204	1.09225949702965
4567_82_SH2D1A_SH21A	ieu-b-4957	4567_82	SH21A	SH2D1A	1	Wald ratio	-0.048069394550216	0.470858102258325	0.918686096604607	0.953067647081959	0.378722597361533	2.39842551313945
3216_2_PIGR_PIGR	ieu-b-4957	3216_2	PIGR	PIGR	1	Wald ratio	0.363346302888499	0.410038877567282	0.375549381041032	1.43813380290656	0.64382399034967	3.21241343296202
15300_66_CCDC134_CC134	ieu-b-4957	15300_66	CC134	CCDC134	1	Wald ratio	-0.50079608658154	0.574557682673327	0.383415602998319	0.606048000937721	0.196532170282746	1.8688756090781
13381_49_B4GALT1_B4GT1	ieu-b-4957	13381_49	B4GT1	B4GALT1	1	Wald ratio	0.518833410613147	0.321049777622256	0.10608288546759	1.68006655821102	0.895454244660579	3.15216959085268
8687_26_TMEM106B_T106B	ieu-b-4957	8687_26	T106B	TMEM106B	1	Wald ratio	0.705955194207063	0.524027667159396	0.177924970294707	2.02578077512059	0.725322399921722	5.65788089446992
8687_26_TMEM106B_T106B	myeloma_meta-analysis	8687_26	T106B	TMEM106B	1	Wald ratio	0.543906810035842	0.327060931899642	0.0963096934360259	1.72272408793426	0.907435657223872	3.27051098281534
15525_294_ADH1C_ADH1G	ieu-b-4957	15525_294	ADH1G	ADH1C	1	Wald ratio	0.0637674680157996	0.454583609107005	0.888441408697483	1.06584452700085	0.437264761481009	2.59802448267264
15525_294_ADH1C_ADH1G	myeloma_meta-analysis	15525_294	ADH1G	ADH1C	1	Wald ratio	-0.377638780297107	0.275996872556685	0.171226965979913	0.685478064133443	0.399080291499561	1.177407620513
2515_14_GFRA2_GFRa_2	ieu-b-4957	2515_14	GFRa_2	GFRA2	1	Wald ratio	0.112760591104751	0.188018298608701	0.548684855255491	1.11936391518863	0.774331444513269	1.61813856779899
15540_6_VIM_Vimentin	ieu-b-4957	15540_6	Vimentin	VIM	1	Wald ratio	-0.154685131503829	0.78241016830628	0.843277148374042	0.856684878100532	0.184850283230226	3.97028864409182
17686_27_TBCB_TBCB	ieu-b-4957	17686_27	TBCB	TBCB	1	Wald ratio	-0.461119359372962	0.924709392577222	0.61801605297472	0.630577407582092	0.102946095868649	3.86248612536304
9838_4_SMAD1_SMAD1	ieu-b-4957	9838_4	SMAD1	SMAD1	1	Wald ratio	0.0973974830812564	1.17770643518945	0.934089301066678	1.10229843153197	0.109601180900127	11.08621113549
9838_4_SMAD1_SMAD1	myeloma_meta-analysis	9838_4	SMAD1	SMAD1	1	Wald ratio	-0.178	0.718	0.804203374379202	0.836942423488768	0.204890415767928	3.41876713759345
18188_12_GATM_GATM	ieu-b-4957	18188_12	GATM	GATM	1	Wald ratio	-0.176292403233618	0.364718072363429	0.628835714791242	0.838372804574254	0.410187943692781	1.71352905480842
5731_1_SPINK6_ISK6	ieu-b-4957	5731_1	ISK6	SPINK6	1	Wald ratio	0.195145393207633	0.113720408441315	0.0861601556429683	1.21548769729829	0.972634794098762	1.51897747360813
15615_8_LILRB3_LIRB3	ieu-b-4957	15615_8	LIRB3	LILRB3	1	Wald ratio	-0.0144290056777289	0.0836649051898038	0.863074438556026	0.985674593548194	0.836597490307749	1.16131642232037
15615_8_LILRB3_LIRB3	myeloma_meta-analysis	15615_8	LIRB3	LILRB3	1	Wald ratio	-0.0615478739675742	0.0522483940042827	0.238802208128524	0.940307928390584	0.848780448513057	1.04170519212966
17384_110_PFKM_K6PF	ieu-b-4957	17384_110	K6PF	PFKM	1	Wald ratio	0.289478912986999	0.36278780748299	0.424911692388197	1.33573127442733	0.656006101063473	2.71975829887995
8814_33_PSAPL1_SAPL1	ieu-b-4957	8814_33	SAPL1	PSAPL1	1	Wald ratio	-0.142836207251217	0.17835006275682	0.423203687374053	0.866896048554254	0.611156429640013	1.22965041771979
8814_33_PSAPL1_SAPL1	myeloma_meta-analysis	8814_33	SAPL1	PSAPL1	1	Wald ratio	-0.0690508322087269	0.1102114260009	0.530966964446995	0.933279238227387	0.751965204157124	1.15831175656938
5918_5_PSME1_PSME1	myeloma_meta-analysis	5918_5	PSME1	PSME1	1	Wald ratio	0.538851351351351	0.670608108108108	0.421670516126183	1.71403690483256	0.460454819221184	6.38047944877023
18241_18_CPOX_HEM6	myeloma_meta-analysis	18241_18	HEM6	CPOX	1	Wald ratio	0.198830409356725	0.235513024986709	0.39853318788325	1.21997505200119	0.768914791722835	1.93563596841534
9715_15_IGSF3_IGSF3	ieu-b-4957	9715_15	IGSF3	IGSF3	1	Wald ratio	-0.397881005030952	0.551996559881594	0.471030474460662	0.671741956819692	0.227684526833796	1.98185297361617
14158_17_ANXA5_Annexin_V	ieu-b-4957	14158_17	Annexin_V	ANXA5	1	Wald ratio	0.10104053920097	0.393367857586271	0.797286710208857	1.10632149024359	0.511728810290093	2.39178880524813
13112_179_FSTL1_FSTL1	ieu-b-4957	13112_179	FSTL1	FSTL1	1	Wald ratio	0.352158243358723	0.396575778915367	0.374542173238616	1.42213354910308	0.653684615382953	3.09394436382704
13112_179_FSTL1_FSTL1	myeloma_meta-analysis	13112_179	FSTL1	FSTL1	1	Wald ratio	0.530192435301924	0.239548772395488	0.0268772177338826	1.6992592746292	1.06255548476341	2.71748828538237
9837_60_NQO1_NAD_P_H_dehydrogenase	ieu-b-4957	9837_60	NAD_P_H_dehydrogenase	NQO1	1	Wald ratio	0.049462590154465	0.0848892436157073	0.56011408778678	1.05070628471977	0.889656071612378	1.24091065297718
10627_87_APLP2_APLP2	ieu-b-4957	10627_87	APLP2	APLP2	1	Wald ratio	0.518677065259849	0.468598346136215	0.268350494410368	1.67980390814401	0.670470420266526	4.20859904407741
4471_50_TGM3_TGM3	ieu-b-4957	4471_50	TGM3	TGM3	1	Wald ratio	-0.0267319748111475	0.165913963129057	0.871999281978841	0.973622161819962	0.703334035707695	1.34778080664496
